"Acquisition_Date","Site","Description","Passwords"
"2016-07-01T00:00:00Z","Uniplaces (Email List)","This is a list of email addresses only, and as far as we know, the associated site itself was not compromised. We cannot currently confirm the origin or the methods used to obtain the emails, whether by website scraping or user login page enumeration. We do not believe that user passwords or other personally identifiable information (PII) was exposed, and the presence of any email address does not necessarily indicate compromise of its associated credentials."The primary danger is an increased likelihood of being targeted by phishing or spamming campaigns."
"2017-01-01T00:00:00Z","Uncle Jeans (Email List)","This is a list of email addresses only, and as far as we know, the associated site itself was not compromised. We cannot currently confirm the origin or the methods used to obtain the emails, whether by website scraping or user login page enumeration. We do not believe that user passwords or other personally identifiable information (PII) was exposed, and the presence of any email address does not necessarily indicate compromise of its associated credentials."The primary danger is an increased likelihood of being targeted by phishing or spamming campaigns."
"2018-08-12T00:00:00Z","Princess (Email List)","This is a list of email addresses only, and as far as we know, the associated site itself was not compromised. We cannot currently confirm the origin or the methods used to obtain the emails, whether by website scraping or user login page enumeration. We do not believe that user passwords or other personally identifiable information (PII) was exposed, and the presence of any email address does not necessarily indicate compromise of its associated credentials."The primary danger is an increased likelihood of being targeted by phishing or spamming campaigns."
"2017-02-01T00:00:00Z","Everyday Recipes (Email List)","This is a list of email addresses only, and as far as we know, the associated site itself was not compromised. We cannot currently confirm the origin or the methods used to obtain the emails, whether by website scraping or user login page enumeration. We do not believe that user passwords or other personally identifiable information (PII) was exposed, and the presence of any email address does not necessarily indicate compromise of its associated credentials."The primary danger is an increased likelihood of being targeted by phishing or spamming campaigns."
"2016-12-01T00:00:00Z","Lumens Factory (Email List)","This is a list of email addresses only, and as far as we know, the associated site itself was not compromised. We cannot currently confirm the origin or the methods used to obtain the emails, whether by website scraping or user login page enumeration. We do not believe that user passwords or other personally identifiable information (PII) was exposed, and the presence of any email address does not necessarily indicate compromise of its associated credentials."The primary danger is an increased likelihood of being targeted by phishing or spamming campaigns."
"2018-08-11T00:00:00Z","Fishbowl (Email List)","This is a list of email addresses only, and as far as we know, the associated site itself was not compromised. We cannot currently confirm the origin or the methods used to obtain the emails, whether by website scraping or user login page enumeration. We do not believe that user passwords or other personally identifiable information (PII) was exposed, and the presence of any email address does not necessarily indicate compromise of its associated credentials."The primary danger is an increased likelihood of being targeted by phishing or spamming campaigns."
"2018-08-13T00:00:00Z","eBags (Email List)","This is a list of email addresses only, and as far as we know, the associated site itself was not compromised. We cannot currently confirm the origin or the methods used to obtain the emails, whether by website scraping or user login page enumeration. We do not believe that user passwords or other personally identifiable information (PII) was exposed, and the presence of any email address does not necessarily indicate compromise of its associated credentials."The primary danger is an increased likelihood of being targeted by phishing or spamming campaigns."
"2017-01-01T00:00:00Z","Ostin (Email List)","This is a list of email addresses only, and as far as we know, the associated site itself was not compromised. We cannot currently confirm the origin or the methods used to obtain the emails, whether by website scraping or user login page enumeration. We do not believe that user passwords or other personally identifiable information (PII) was exposed, and the presence of any email address does not necessarily indicate compromise of its associated credentials."The primary danger is an increased likelihood of being targeted by phishing or spamming campaigns."
"2018-08-13T00:00:00Z","TJ Maxx (Email List)","This is a list of email addresses only, and as far as we know, the associated site itself was not compromised. We cannot currently confirm the origin or the methods used to obtain the emails, whether by website scraping or user login page enumeration. We do not believe that user passwords or other personally identifiable information (PII) was exposed, and the presence of any email address does not necessarily indicate compromise of its associated credentials."The primary danger is an increased likelihood of being targeted by phishing or spamming campaigns."
"2018-08-12T00:00:00Z","Smith Hawken (Email List)","This is a list of email addresses only, and as far as we know, the associated site itself was not compromised. We cannot currently confirm the origin or the methods used to obtain the emails, whether by website scraping or user login page enumeration. We do not believe that user passwords or other personally identifiable information (PII) was exposed, and the presence of any email address does not necessarily indicate compromise of its associated credentials."The primary danger is an increased likelihood of being targeted by phishing or spamming campaigns."
"2018-08-13T00:00:00Z","LTD Commodities (Email List)","This is a list of email addresses only, and as far as we know, the associated site itself was not compromised. We cannot currently confirm the origin or the methods used to obtain the emails, whether by website scraping or user login page enumeration. We do not believe that user passwords or other personally identifiable information (PII) was exposed, and the presence of any email address does not necessarily indicate compromise of its associated credentials."The primary danger is an increased likelihood of being targeted by phishing or spamming campaigns."
"2018-08-13T00:00:00Z","Sharper Image (Email List)","This is a list of email addresses only, and as far as we know, the associated site itself was not compromised. We cannot currently confirm the origin or the methods used to obtain the emails, whether by website scraping or user login page enumeration. We do not believe that user passwords or other personally identifiable information (PII) was exposed, and the presence of any email address does not necessarily indicate compromise of its associated credentials."The primary danger is an increased likelihood of being targeted by phishing or spamming campaigns."
"2018-08-12T00:00:00Z","Blockbuster (Email List)","This is a list of email addresses only, and as far as we know, the associated site itself was not compromised. We cannot currently confirm the origin or the methods used to obtain the emails, whether by website scraping or user login page enumeration. We do not believe that user passwords or other personally identifiable information (PII) was exposed, and the presence of any email address does not necessarily indicate compromise of its associated credentials."The primary danger is an increased likelihood of being targeted by phishing or spamming campaigns."
"2018-08-13T00:00:00Z","House (Email List)","This is a list of email addresses only, and as far as we know, the associated site itself was not compromised. We cannot currently confirm the origin or the methods used to obtain the emails, whether by website scraping or user login page enumeration. We do not believe that user passwords or other personally identifiable information (PII) was exposed, and the presence of any email address does not necessarily indicate compromise of its associated credentials."The primary danger is an increased likelihood of being targeted by phishing or spamming campaigns."
"2017-02-01T00:00:00Z","iPic Group (Email List)","This is a list of email addresses only, and as far as we know, the associated site itself was not compromised. We cannot currently confirm the origin or the methods used to obtain the emails, whether by website scraping or user login page enumeration. We do not believe that user passwords or other personally identifiable information (PII) was exposed, and the presence of any email address does not necessarily indicate compromise of its associated credentials."The primary danger is an increased likelihood of being targeted by phishing or spamming campaigns."
"2017-01-01T00:00:00Z","Unknown Email List (Email List)","This is a list of email addresses only, and as far as we know, the associated site itself was not compromised. We cannot currently confirm the origin or the methods used to obtain the emails, whether by website scraping or user login page enumeration. We do not believe that user passwords or other personally identifiable information (PII) was exposed, and the presence of any email address does not necessarily indicate compromise of its associated credentials."The primary danger is an increased likelihood of being targeted by phishing or spamming campaigns."
"2017-02-01T00:00:00Z","Hudiburg Espanol (Email List)","This is a list of email addresses only, and as far as we know, the associated site itself was not compromised. We cannot currently confirm the origin or the methods used to obtain the emails, whether by website scraping or user login page enumeration. We do not believe that user passwords or other personally identifiable information (PII) was exposed, and the presence of any email address does not necessarily indicate compromise of its associated credentials."The primary danger is an increased likelihood of being targeted by phishing or spamming campaigns."
"2017-08-01T00:00:00Z","Audio Express (Email List)","This is a list of email addresses only, and as far as we know, the associated site itself was not compromised. We cannot currently confirm the origin or the methods used to obtain the emails, whether by website scraping or user login page enumeration. We do not believe that user passwords or other personally identifiable information (PII) was exposed, and the presence of any email address does not necessarily indicate compromise of its associated credentials."The primary danger is an increased likelihood of being targeted by phishing or spamming campaigns."
"2017-09-06T00:00:00Z","TurboSMTP","In September 2017, TurboSMTP's user database was allegedly breached. The stolen data contains 79,000 records including email addresses, base64-hashed passwords, and full names. The compromised data is being shared privately on the darknet.","79699"
"2017-09-12T00:00:00Z","Financial Services Online Australia","In October 2013, Financial Services Online Australia's user database was allegedly breached during a campaign by the Pakiz Cyber Squad. The stolen data contains 3,000 records including email addresses, usernames, and passwords. In January 2014, the data was shared publicly on a few hacker sites and forums.","2574"
"2017-09-08T00:00:00Z","Go For Engineering Jobs","At an unconfirmed date, Go4EngineeringJobs.com's user database was allegedly breached. The stolen data contains 170,000 records including email addresses and passwords. The compromised data is being shared privately on the darknet.","170777"
"2017-09-10T00:00:00Z","Paragon Servers","In August 2016, Paragon Servers' user database was allegedly breached. The stolen data contains 400,000 records including email addresses, usernames, and SHA-1 hashed passwords. The compromised data is being shared privately on the darknet.","399984"
"2017-09-10T00:00:00Z","Topbutton","In July 2016, Topbutton.com's user database was allegedly breached. The stolen data contains 90,000 records including email addresses and passwords. In July 2016, the data was shared publicly on a few hacker sites and forums.","90270"
"2017-09-06T00:00:00Z","Cornerstone Business Sales & Valuations","In August 2017, Cornerstone Business Sales & Valuations' user database was allegedly breached. The stolen data contains 2,700 records including email addresses and MD5-hashed passwords. The compromised data is being shared privately on the darknet.","1759"
"2017-09-11T00:00:00Z","Gaadi","In March 2015, Gaadi's user database was allegedly breached. Gaadi is an Indian-based company whose services facilitate buying and selling of new and used vehicles and motorcycles. The stolen data contains over 4 million records including email addresses, usernames, plaintext passwords, and full names.","4288988"
"2017-09-07T00:00:00Z","DOJO Media","In February 2017, DOJO Media's user database was allegedly breached. The stolen data contains 761,000 records including email addresses, MD5-bcrypt passwords, and full names. The compromised data is being shared privately on the darknet.","554099"
"2017-09-14T00:00:00Z","AzorUlt Botnet","AzorUlt is a lesser known credential stealing botnet, also known as crimeware. This malware steals data from infected computers via web browsers and protected storage. Once infected, the computer sends the stolen data to a bot command and control (C&C) server, where the data is stored. Any credentials from this source can be assumed to already be in the hands of threat actors, and should be changed immediately.","16466"
"2017-09-09T00:00:00Z","WoW Sulvus","In March 2017, WoW Sulvus' user database was allegedly breached. The stolen data contains 515,000 records including email addresses, usernames, and SHA-1 hashed passwords. The compromised data is being shared privately on the darknet.","515542"
"2017-09-08T00:00:00Z","Steeda Autosports","In January 2016, Steeda Autosports' user database was allegedly breached. The stolen data contains 48,000 records including email addresses, usernames, passwords, salts, and full names. The compromised data is being shared privately on the darknet.","29729"
"2017-09-01T00:00:00Z","HIAPK","Chinese technology site HIAPK.com's user database was allegedly breached on an unconfirmed date. The stolen data contained over 17 million records including email addresses, usernames, passwords, and salts. The compromised data is being shared privately on the within closed underground networks.","17272382"
"2017-08-28T00:00:00Z","Cambridge School Classics Project","In January 2016, Cambridge School Classics Project's user database was allegedly breached. The stolen data contains 1,500 records including email addresses and plaintext passwords. In June 2016, the data was shared publicly on a few hacker sites and forums.","1508"
"2017-08-29T00:00:00Z","Dietitians in Integrative and Functional Medicine","In August 2017, Dietitians in Integrative and Functional Medicine's user database was allegedly breached. The stolen data contains 1,100 records including email addresses, hashed passwords, and full names. In August 2017, the data was shared publicly on the siph0n leaks website.","790"
"2017-09-01T00:00:00Z","Property.com.na","In May 2015, Property.com.na's user database was allegedly breached due to a SQLi vulnerability. The stolen data contains 7,000 records including usernames, passwords, and full names. In May 2015, the data was shared publicly on the siph0n leaks website.","7055"
"2017-08-30T00:00:00Z","DailyMotion","In October 2016, the video sharing website DailyMotion's user database was allegedly breached. The stolen data contained over 16 million user records including email addresses, usernames, and passwords. The compromised data is being shared very privately on the darknet.","16225190"
"2017-08-31T00:00:00Z","Rude66","In August 2017, Rude66's user database was allegedly breached. The stolen data contains 3,700 records including email addresses, usernames, and plaintext passwords. In August 2017, the data was shared publicly on the siph0n leaks website.","3743"
"2017-08-31T00:00:00Z","TGBUS","On an unconfirmed date, Chinese video gate site TGBUS.com's user database was allegedly breached. The stolen data contains over 12 million records including email addresses, usernames, passwords, and salts. The compromised data is being shared privately within closed and trusted groups.","12090406"
"2017-08-29T00:00:00Z","Boutique Off Broadway","In January 2015, Boutique Off Broadway's user database was allegedly breached. The stolen data contains 660 records including email addresses, passwords, salts, and full names. In September 2017, the data was shared publicly on a few hacker sites and forums.","663"
"2017-08-22T00:00:00Z","DreamHost","In February 2012, DreamHost's user database was allegedly breached. The stolen data contains 745 records including email addresses and plaintext passwords. In November 2012, the data was shared publicly on a few hacker sites and forums.","745"
"2017-08-25T00:00:00Z","Anglia Ruskin University","At an unconfirmed date, Anglia Ruskin University's user database was allegedly breached. The stolen data contains 1,200 records including usernames, hashed passwords, and full names. The compromised data is being shared privately on the darknet.","1299"
"2017-08-23T00:00:00Z","Sprashivai","In January 2015, Sprashivai.ru's user database was allegedly breached. The stolen data contains over 3,000,000 records including email addresses and passwords. The compromised data is being shared privately on the darknet.","3159035"
"2017-08-21T00:00:00Z","SteamID","In June 2017, SteamID's user database was allegedly breached. The stolen data contains 5,100 records including email addresses, usernames, and plaintext passwords. The compromised data is being shared privately on the darknet.","4934"
"2017-08-21T00:00:00Z","Freedom Hosting II (.onion)","In February 2017, Freedom Hosting II's .onion site user database was allegedly breached. The stolen data contains 33,000 records including email addresses, usernames, and hashed passwords. The compromised data is being shared privately on the darknet.","33521"
"2017-08-24T00:00:00Z","The Athanaeum","In December 2015, The Athanaeum's user database was allegedly breached. The stolen data contains 1,600 records including email addresses, usernames, passwords, and salts. The compromised data is being shared privately on the darknet.","1671"
"2017-08-21T00:00:00Z","Online Center","At an unconfirmed date, OnlineCenter.pl's user database was allegedly breached. The stolen data contains 225,000 records including email addresses and passwords. The compromised data is being shared privately on the darknet.","225061"
"2017-08-15T00:00:00Z","TF Portal","At an unconfirmed date, TFPortal's user database was allegedly breached. The stolen data contains 6,500 records including email addresses, usernames, and MD5 hashed passwords. In August 2016, the data was shared publicly on a few hacker sites and forums.","6567"
"2017-08-21T00:00:00Z","InkVN","At an unconfirmed date, InkVN's user database was allegedly breached. The stolen data contains 65,000 records including email addresses. The compromised data is being shared privately on the darknet.","27903"
"2017-08-21T00:00:00Z","Alphazone","In October 2013, Alphazone's user database was allegedly breached. The stolen data contains 280 records including email addresses, usernames, passwords, and full names. The compromised data is being shared privately on the darknet.","284"
"2017-08-16T00:00:00Z","Click Evolution","At an unconfirmed date, ClickEvolution's user database was allegedly breached. The stolen data contains 108,000 records including email addresses and plaintext passwords. The compromised data is being shared privately on the darknet.","108737"
"2017-08-22T00:00:00Z","M2Bob","In January 2015, M2Bob's user database was allegedly breached. The stolen data contains 165,000 records including usernames and plaintext passwords. In April 2016, the data was shared publicly on a few hacker sites and forums.","165030"
"2017-08-20T00:00:00Z","Taringa","At an unconfirmed date prior to September 2017, social network Taringa's user database was allegedly breached. The stolen records contained email addresses and hashed passwords, and were distributed privately among closed and trusted groups.","27736220"
"2017-08-15T00:00:00Z","TPS Gaming","In October 2014, TPSGaming.com's user database was allegedly breached. The stolen data contains 2,000 records including email addresses, usernames, passwords, and salts. In May 2016, the data was shared publicly on a few hacker sites and forums.","2070"
"2017-08-21T00:00:00Z","MagazineDee","In January 2017, MagazineDee.com's user database was allegedly breached. The stolen data contains 109,000 records including email addresses and passwords. In June 2017, the data was shared publicly on a few hacker sites and forums.","109856"
"2017-08-20T00:00:00Z","PinkSofa","In January 2016, PinkSofa's user database was allegedly breached. The stolen data contains 304,000 records including usernames and passwords. In July 2017, the data was shared publicly on a few hacker sites and forums.","304371"
"2017-08-16T00:00:00Z","DevToolShed","In November 2015, DevToolShed's user database was allegedly breached. The stolen data contains 9,500 records including email addresses, usernames, and passwords. In June 2017, the data was shared publicly on a few hacker sites and forums.","9560"
"2018-06-04T00:00:00Z","Adult-FanFiction.org","In May 2018, Adult-FanFiction.org's database was allegedly breached. The stolen data contains usernames, plaintext passwords, email addresses and additional personal information. This breach is being privately shared on the internet.","185,317"
"2018-06-15T00:00:00Z","Petroleum Community Forum","In September 2017, Petroleum Community Forum's database was allegedly breached. The stolen data contains usernames, IPs, passwords, salts, and email addresses. This breach is being privately shared on the internet.","326,596"
"2018-06-04T00:00:00Z","The Bell Tree Forums","At an unconfirmed date, The Bell Tree Forums's database was allegedly breached. The stolen data contains usernames, IPs, passwords, salts, and email addresses. This breach is being publicly shared on the internet.","120,149"
"2018-06-14T00:00:00Z","СЦБИСТ","In 2017, СЦБИСТ's database was allegedly breached. The stolen data contains usernames, IPs, passwords, salts, and email addresses. This breach is being publicly shared on the internet.","145,457"
"2018-06-07T00:00:00Z","EPForums","In April 2018, EPForums's database was allegedly breached. The stolen data contains usernames, IPs, passwords, salts, and email addresses. This breach is being privately shared on the internet.","1,128,954"
"2018-06-05T00:00:00Z","Budva Real Estate","At an unconfirmed date, Budva Real Estate's database was allegedly breached. The stolen data contains MD5-hashed passwords and email addresses. This breach is being publicly shared on the internet.","543,594"
"2018-06-20T00:00:00Z","EpicNPC Marketplace","In January 2016, EpicNPC Marketplace's database was allegedly breached. The stolen data contains usernames, passwords, salts, and email addresses. This breach is being privately shared on the internet.","408,936"
"2018-07-12T00:00:00Z","Jusbrasil","In December 2016, Jusbrasil's database was allegedly breached. The stolen data contains passwords, email addresses and additional personal information. This breach is being privately shared on the internet.","3,103,909"
"2018-07-09T00:00:00Z","Ticketfly","In May 2018, Ticketfly's database was allegedly breached. The stolen data contains email addresses and additional personal information. This breach is being privately shared on the internet.","0"
"2018-01-20T00:00:00Z","Friendly Favors","At an unconfirmed date, Friendly Favors's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","52520"
"2018-04-11T00:00:00Z","Loot100","At an unconfirmed date, Loot100's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","59741"
"2018-04-19T00:00:00Z","Softrak Systems Inc.","At an unconfirmed date, Softrak Systems Inc.'s database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","20010"
"2018-04-17T00:00:00Z","OverPro","At an unconfirmed date, OverPro's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","78893"
"2018-04-04T00:00:00Z","Avifauna","At an unconfirmed date, Avifauna's database was allegedly breached. The stolen data contains passwords, salts, and email addresses. This breach is being privately shared on the internet.","34190"
"2018-04-05T00:00:00Z","Cripto-Mining.info","At an unconfirmed date, Cripto-Mining.info's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","168122"
"2018-01-20T00:00:00Z","Insight Alpha","At an unconfirmed date, Insight Alpha's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","29666"
"2018-04-26T00:00:00Z","Muskelbody.de","At an unconfirmed date, Muskelbody.de's database was allegedly breached. The stolen data contains passwords, salts, and email addresses. This breach is being privately shared on the internet.","61127"
"2018-01-25T00:00:00Z","Gincv","At an unconfirmed date, Gincv's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","607710"
"2018-04-27T00:00:00Z","Risingshare","At an unconfirmed date, Risingshare's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","18755"
"2018-04-11T00:00:00Z","GPGIndustries","At an unconfirmed date, GPGIndustries's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","22500"
"2018-01-18T00:00:00Z","Yicheng Go Game","At an unconfirmed date, Yicheng Go Game's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","692847"
"2018-01-20T00:00:00Z","Asap.me","At an unconfirmed date, Asap.me's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","37617"
"2018-04-18T00:00:00Z","LinkWeb.ro","At an unconfirmed date, LinkWeb.ro's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","36178"
"2018-01-20T00:00:00Z","Classe Decouverte","At an unconfirmed date, Classe Decouverte's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","43705"
"2018-04-09T00:00:00Z","Electrical Device Installation Rules","At an unconfirmed date, Electrical Device Installation Rules's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","35844"
"2018-04-06T00:00:00Z","Nézz Sorozatokat","At an unconfirmed date, Nézz Sorozatokat's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","76279"
"2017-11-17T00:00:00Z","The Music Hutch","At an unconfirmed date, The Music Hutch's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","49041"
"2018-01-20T00:00:00Z","Cosensa","At an unconfirmed date, Cosensa's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","15590"
"2018-04-12T00:00:00Z","New York Korean American Portal","At an unconfirmed date, New York Korean American Portal's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","8909"
"2018-04-05T00:00:00Z","Gamers Headquarter Italia","At an unconfirmed date, Gamers Headquarter Italia's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","25797"
"2018-04-17T00:00:00Z","Travel.org.ua","At an unconfirmed date, Travel.org.ua's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","28072"
"2018-01-20T00:00:00Z","Logos Dictionary","At an unconfirmed date, Logos Dictionary's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","53678"
"2018-01-20T00:00:00Z","Bed and Breakfast Planner","At an unconfirmed date, Bed and Breakfast Planner's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","45041"
"2018-01-20T00:00:00Z","Dualrecrut iPhone","At an unconfirmed date, Dualrecrut iPhone's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","59779"
"2018-04-18T00:00:00Z","Buxp","At an unconfirmed date, Buxp's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","152119"
"2018-01-16T00:00:00Z","Mary Evans Picture Library","At an unconfirmed date, Mary Evans Picture Library's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","36887"
"2018-01-20T00:00:00Z","RemoteSchach","At an unconfirmed date, RemoteSchach's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","18818"
"2018-04-10T00:00:00Z","Beijing China Ship Information Technology Co., Ltd.","At an unconfirmed date, Beijing China Ship Information Technology Co., Ltd.'s database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","33577"
"2018-04-10T00:00:00Z","Bohemia Interactive","At an unconfirmed date, Bohemia Interactive's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","168682"
"2018-01-24T00:00:00Z","TNEB","At an unconfirmed date, TNEB's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","109338"
"2018-04-10T00:00:00Z","HKESPORTS","At an unconfirmed date, HKESPORTS's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","52503"
"2018-01-26T00:00:00Z","MrPiracy","At an unconfirmed date, MrPiracy's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","470591"
"2018-04-20T00:00:00Z","GTA4.tv","At an unconfirmed date, GTA4.tv's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","51463"
"2018-04-16T00:00:00Z","Tip.it","At an unconfirmed date, Tip.it's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","148120"
"2018-01-20T00:00:00Z","Hastings Motorcare","At an unconfirmed date, Hastings Motorcare's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","58729"
"2018-04-16T00:00:00Z","SpellForce","At an unconfirmed date, SpellForce's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","108550"
"2018-01-20T00:00:00Z","Logos Library","At an unconfirmed date, Logos Library's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","52802"
"2018-01-23T00:00:00Z","Unión de Exportadores del Uruguay","At an unconfirmed date, Unión de Exportadores del Uruguay's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","483342"
"2018-04-04T00:00:00Z","StoreLP.ru","At an unconfirmed date, StoreLP.ru's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","1435760"
"2018-01-20T00:00:00Z","Propaganda.net","At an unconfirmed date, Propaganda.net's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","61705"
"2018-04-19T00:00:00Z","e-HealthLinks.com","At an unconfirmed date, e-HealthLinks.com's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","179595"
"2018-04-10T00:00:00Z","RadDaily","At an unconfirmed date, RadDaily's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","119721"
"2018-01-11T00:00:00Z","Jswelt.de","At an unconfirmed date, Jswelt.de's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","201952"
"2018-04-12T00:00:00Z","BTC60","At an unconfirmed date, BTC60's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","51797"
"2018-01-18T00:00:00Z","HICHEM","At an unconfirmed date, HICHEM's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","517077"
"2018-02-25T00:00:00Z","Advanced Wars by Web","At an unconfirmed date, Advanced Wars by Web's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","30751"
"2018-04-09T00:00:00Z","AfricaDesk","At an unconfirmed date, AfricaDesk's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","54316"
"2018-04-05T00:00:00Z","Know Your College","At an unconfirmed date, Know Your College's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","192573"
"2018-04-18T00:00:00Z","Weingüter und Winzer","At an unconfirmed date, Weingüter und Winzer's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","8430"
"2018-04-18T00:00:00Z","RN.org","At an unconfirmed date, RN.org's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","260331"
"2018-02-05T00:00:00Z","Vodafone Forum - Egypt","At an unconfirmed date, Vodafone Forum - Egypt's database was allegedly breached. The stolen data contains usernames, password hashes, salts, and email addresses. This breach is being privately shared on the internet.","45738"
"2018-04-11T00:00:00Z","PC Perspective","In August 2017, PC Perspective's database was allegedly breached. The stolen data contains usernames, IPs, MD5-hashed passwords, salts, and email addresses. This breach is being publicly shared on the internet.","222400"
"2018-04-05T00:00:00Z","VS Webzine","At an unconfirmed date, VS Webzine's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","26088"
"2018-04-16T00:00:00Z","New York Festivals","At an unconfirmed date, New York Festivals's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","103175"
"2018-04-04T00:00:00Z","Superfate","At an unconfirmed date, Superfate's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","118758"
"2018-01-19T00:00:00Z","Accord Salud","At an unconfirmed date, Accord Salud's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","253603"
"2018-01-20T00:00:00Z","Watch2Home","At an unconfirmed date, Watch2Home's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","17216"
"2018-01-20T00:00:00Z","WebbyDebby.com","At an unconfirmed date, WebbyDebby.com's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","12505"
"2018-01-25T00:00:00Z","Mahraganalkraza.com","At an unconfirmed date, Mahraganalkraza.com's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","37541"
"2018-04-11T00:00:00Z","The Gaming Tailgate","In October 2017, The Gaming Tailgate's database was allegedly breached, potentially due to a vBulletin vulnerability. The stolen data contains usernames, IPs, passwords, salts, and email addresses. This breach is being privately shared on the internet.","13490"
"2018-01-09T00:00:00Z","World Rugby Strength and Conditioning","At an unconfirmed date, World Rugby Strength and Conditioning's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being privately shared on the internet.","358588"
"2018-04-12T00:00:00Z","Knowledge Link - Radio Television Hong Kong","At an unconfirmed date, Knowledge Link's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","123786"
"2018-04-12T00:00:00Z","Masala Board","In September 2017, Masala Board's database was allegedly breached. The stolen data contains usernames, IPs, passwords, salts, and email addresses. This breach is being privately shared on the internet.","928189"
"2017-07-20T00:00:00Z","Rabbo.io","In January 2013, Rabbo.io's database was allegedly breached. The stolen data contains passwords and email addresses. This breach is being publicly shared on the internet.","23"
