Entries,Database,Detected Hashing Algorithms,Category,Dump Date,Acknowledged?
1236,Szczurek.Webd.pl,MD5,Uncategorized,2012,
1234,Escapetheroom.eu,MD5,Entertainment,2012,
1229,Reboot.hr,bcrypt,,,
1228,Zimoby.com,plaintext,,2017-12,
1227,Presslive.de,plaintext,,2017-12,
1226,WijnhanDeldeGoudenLeeuw.nl,plaintext,Food & Drink - Wine,2016-02,
1224,Treasurequestxlt.Com,plaintext,,2017-12,
1222,UNWTO.org (United Nations World Tourism Organization),MD5,Intergovernmental Organization,2008,
1220,PulseHQ.BuyCraft.net,no passwords,Gaming - Minecraft,,
1219,Cloudminr.io [PARTIAL],plaintext,Cryptocurrency - Bitcoin,2015-07,
1219,SkillConnect.eu,MD5,Gaming,2012,
1219,SweBMX.com,SHA-1,Vehicles - Bikes,,
1218,CurlStylist.com,MD5(Wordpress),Hair,2016-03,
1217,Axon.Rs,plaintext,,2017-11,
1216,AccountSupplier.com,MD5 & SHA-1,Hacking - Account Reseller,,
1216,FoilForum.com,vB,Sports,2017,
1212,Skyll.net,SHA-1($pass.$salt),Music,2011-12,
1212,BearCatNews.com,VB & bcrypt,Sports,,
1211,Center-Shot.pl,MD5,Uncategorized,2012,
1211,Womenonweb.info,MD5,Health,2012,
1211,Arteutile.Net,plaintext,,2017-11,
1210,Betaaldate.Be,plaintext,,2017-11,
1209,AllAboutTheGames.net,bcrypt,Gaming,2016-05,
1209,Faf-Fotografia.Com.Ar,plaintext,,2017-11,
1208,Forumbioderko.pl,MD5,Health,2012,
1208,Texasfbt.com,bcrypt,,,
1205,Quickmarriages.In,plaintext,,2017-12,
1204,Jary.Blokowe.pl,MD5,Uncategorized,2012,
1204,Bangkhunthianjoggingclub.Com,plaintext,,2017-11,
1203,RustyInPlaces.org Forum,bcrypt,Gaming - ARMA3,2016-08,
1203,Vag-Podkarpacie.pl,MD5,Vehicles - Cars,2012,
1203,vDos-S.com,SHA-1,Booter,,
1202,Skyup.pl,MyBB,Gaming - Minecraft,2017-06,
1200,Filmikamari.fi,plaintext,,2017-11,
1200,Bvifinland.Fi,plaintext,,2017-11,
1199,HealthArenaProducts.com,osCommerce,Shopping,2011,
1199,Writersretreat.Com,plaintext,,2017-12,
1197,CCSBoutique.com.au,no passwords,Shopping - Fashion,,
1197,UFGO.org Shop (Ukrainian Go Federation),MD5(Wordpress),Shopping,2015-07,
1196,Prowood-Germany.com,plaintext,,2017-12,
1196,Woodevent.De,plaintext,,2017-12,
1194,Forumrottweiler.pl,MD5,Animals - Dogs,2012,
1193,Glbimr.Org,plaintext,,2017-11,
1192,Altcine.com,MD5,Art,,
1190,HostClub.me,IPB,Hosting,,
1190,RuneBit.com,IPB,Gaming - RuneScape,,
1190,Ystadstudios.se,plaintext,Film Production,,
1190,Daiseibld.Co.Jp,plaintext,,2017-11,
1190,ParaglidingEarth.com,bcrypt,Sports - Paragliding,,
1189,Forum.Bmw.Big4.pl,MD5,Vehicles - Cars,2012,
1189,Signoret-Electromenager.Fr,plaintext,,2017-12,
1187,Forumrtg.Home.pl,MD5,Radiology,2012,
1187,IntegrativeRD.org,MD5(phpBB3) & no passwords,Health,,
1187,YouNameIt.se,MD5 & MD5(salt),Hosting,,
1187,Baratta-Kitchens.com,plaintext,,2017-11,
1186,NulledNetwork.com,SHA-1,Booter,2015-07,
1186,Zanesvillecars.Com,plaintext,,2017-12,
1185,Hosteleriagamarra.Com,plaintext,,2017-11,
1184,AutoPoster.pl,MD5,Uncategorized,2012,
1183,Nabl-India.org,MD5(salt),Science,,
1183,Typy-Vip.com,MD5,Uncategorized,2012,
1180,Jastrowie-platforma.pl,MD5,Business,2012,
1180,Kuminda.com,plaintext,,2017-11,
1179,Solidrockautogroup.com,plaintext,,2017-12,
1178,Helmetshop.Cz,plaintext,,2017-11,
1177,Xt660.pl,plaintext,Vehicles - Motorbikes,2017-12,
1173,RecklessNetwork.com,IPB,Gaming,2016-01,
1169,Legrezz.pl,plaintext,Uncategorized,2017-12,
1167,Oliviero.Com.Br,plaintext,,2017-11,
1166,Mw-Funktechnik.de,plaintext,,2017-11,
1165,Serialsjournals.com,plaintext,,2017-12,
1164,z15.invisionFree.com/LethalBlades,no passwords,Gaming - RuneScape,,
1163,321Gory.pl,MD5,Sports,2012,
1163,Tashilgostar.com,WHMCS,Web Design,2015-10,
1160,Gocareer.Net,plaintext,,2017-11,
1156,Gold-Zone.pl,MD5,Uncategorized,2012,
1156,Noaloha.com,MD5,Music,2011,
1156,Szreton.com,MD5,Industry,,
1155,Zoolook.nl,MD5,Music,2012,
1154,AdairEngravers.co.nz,MD5(Wordpress),Engraving,,
1154,Aosts.net,vB,Anime,2017,
1154,Campingineuropa.De,plaintext,,2017-11,
1153,SkillersUnited.com,no passwords,Gaming - RuneScape,,
1151,ILink.ph,plaintext,Travel,2012,
1151,Kaktusy.Bydgoszcz.pl,MD5,Agriculture - Cacti,2012,
1150,Nightmyworld.Com,plaintext,,2017-11,
1143,CS-tartak.pl,MD5,Gaming,2012,
1143,Dfnt.se,MD5,Gaming,2012-08,
1143,Forum.Traderteam.pl,MD5,Finance,2012,
1143,Smartlandia.pl,MD5,Sports,2012,
1142,Klubpumy.pl,MD5,Vehicles - Cars,2012,
1142,Pednekarjewellers.Com,plaintext,,2017-12,
1141,DiggoryPress.com,osCommerce,Shopping,2008,
1141,Tir.Yum.pl,MD5,Uncategorized,2012,
1141,Quiz-Game.Net,plaintext,,2017-12,
1140,Quanta-Edu.org,plaintext,,2017-12,
1140,MotivoteRS.com,PBKDF2,Gaming - RuneScape,,
1136,Ledbox.fr,no passwords,Shopping,2015-05,
1133,BreGenerator.com,SHA-1(md5($pass)),Hacking - Account Reseller,2015-07,
1133,Hogwartz.ir Forum,vB,Books,2016-11,
1133,Canoetripping.net,bcrypt,,,
1130,Everythingforweddings.co.uk,plaintext,,2017-11,
1129,Cc-O.Jp,plaintext,,2017-11,
1128,Vicania.pl,bcrypt,Gaming - Metin2,2018-10,
1127,Forumsms.com,bcrypt,,,
1126,A2g.eu,vB,Gaming,2014-06,
1126,Sulejowek.info,plaintext,Portal,2017-12,
1124,Al-Kowneyn.com,plaintext,,,
1123,Forum.Support-Gsm.pl,MD5,Uncategorized,2012,
1123,Peugeot207club.pl,MD5,Vehicles - Cars,2012,
1122,VisionHardware.com,MD5,Shopping,,
1121,Polskiejednostkispecjalne.org,MD5,Health,2012,
1120,Averad.com,IPB & MD5(phpBB3),Gaming - Minecraft,2011-08,
1119,GoldenTeam.Home.pl,MD5,Uncategorized,2012,
1119,SurgeryU.com,plaintext,Health,2016-10,
1117,Forumchrzescijanskie.org,MD5,Religion,2012,
1115,HCNations.org Forum,no passwords,Gaming,2017-10,
1115,NepalWireless.net Email Addresses,no passwords,Telecommunications,,
1115,Toskanaumbrienimmobilien.de,plaintext,,2017-12,
1115,Jmjpapelaria.Com.Br,plaintext,,2017-11,
1114,UnturnedServers.com,SHA-512,Hosting,2016-11,
1113,GetYourMusic.de,plaintext,Music,2017,
1113,Mekp.pl,plaintext,Vehicles - Cars,2017-12,
1111,Cottonvyapar.Com,plaintext,,2017-11,
1111,Wistongroup.com,plaintext,,2017-12,
1111,Thesilentminority.Net,plaintext,,2017-12,
1109,Append-hc.com,MD5,Hacking,2013-08,
1109,Honlapcentrum.Com,plaintext,,2017-11,
1108,Zeelandia.info,plaintext & MD5,Food & Drink,2016-11,
1104,APGSchool.com,MD5,Education,,
1103,99fame.com,plaintext,Fashion,2016-02,
1103,FTXGames.com,vB,Gaming,2017,
1100,Rise-Gaming.org Forums,bcrypt,Gaming,2016-09,
1098,Boosterki.info,MD5,Vehicles - Motorbikes,2012,
1096,Pojezierze.com.pl,MD5,Community,2012,
1096,Sealy.Com.Tw,plaintext,,2017-12,
1091,Galeria.ruah.pl,plaintext,Publishing,,
1090,Center4Tech.com,plaintext,Technology,2017,
1090,Silesiapunkforum.pl,MD5,Music,2012,
1087,Cavalierworld.eu,MD5,Uncategorized,2012,
1087,RetroRipper.com,bcrypt & SHA-512,Gaming,,
1086,CheatingDome.com Forum,vB,Gaming,2016-11,
1086,Grootstemt2bestserver.Cba.pl,MD5,Uncategorized,2012,
1086,Gsxf.pl,MD5,Vehicles - Motorbikes,2012,
1086,Unitra-Fan.pl,MD5,Technology,2012,
1085,AzurixePvP.fr,MD5,Gaming - Minecraft,2014-12,
1084,Kirikoo.net,plaintext,,2017-11,
1084,Navsim.Com,plaintext,,2017-11,
1082,MrGoodPizza.com,plaintext,Food,,
1081,Forum.Seat-Team.pl,MD5,Vehicles - Cars,2012,
1081,Sweet-Print.com,plaintext,,2017-12,
1080,Npoabt.Jp,plaintext,,2017-11,
1079,Accenture.com,plaintext,Business,,
1079,Trailersales.Net.Au,plaintext,,2017-12,
1078,Bunkrowiec.com.pl,MD5,Infrastructure,2012,
1077,DiabelskiMlyn.com,MD5,Entertainment,2011-08,
1077,Nexus-Bsw.De,plaintext,,2017-11,
1077,Radomes.Org,plaintext,,2017-12,
1077,Trainning.Com.Br,plaintext,,2017-12,
1077,Canadiansweater.Com,plaintext,,2017-11,
1070,BWorldOnline.com,plaintext,Newspaper,2015-06,
1069,Osteon.Mirlin.pl,MD5,Uncategorized,2012,
1069,Mumukshu.Org,plaintext,,2017-11,
1064,DDoS-City.fr,SHA-1 & no passwords,Booter,2015-04,
1063,Midgard.Lap.pl,MD5,Uncategorized,2012,
1062,Biblia.Webd.pl,MD5,Religion,2012,
1062,Ene-Green.Com,plaintext,,2017-11,
1061,SweetSunnah.eu,osCommerce,Shopping,2011,
1060,2PacLegacyBoard.com,VB & bcrypt,Music & Fanpage,,
1057,Oya-Fleurs-Livraison.Com,plaintext,,2017-12,
1057,Brutality.co.uk,IPB,Gaming - RuneScape,2016-06,
1056,Planetavelo.com,bcrypt,,,
1055,Games.Portokal-Bg.net,plaintext,,2017-11,
1054,Armia.webd.pl,MD5,Gaming,2012,
1054,Nimasa.gov.ng,no passwords,Government,2016,
1052,AddictedCheats.net Forum,vB,Gaming,,
1051,WeddingDecor.co.uk,no passwords,Weddings,2007-12,
1049,France-Sire.Com,plaintext,,2017-11,
1046,Forum.Piotrkowianie.com,MD5,Community,2012,
1045,BackCountryTalk.EarnYourTurns.com,vB,Travel,2017-01,
1044,Infapcz.com,MD5,Uncategorized,2012,
1044,ServCPPS.com,MD5,Gaming - Club Penguin,2012-07,
1044,Dubaitalentmagazine.com,plaintext,,2017-11,
1043,Forum.Szynszyla.Waw.pl,MD5,Animals - Chinchillas,2012,
1043,Forum.Wiecbork.eu,MD5,Community,2012,
1043,IntegralYogaPrograms.org,osCommerce,Shopping,2008,
1042,BotWith.me,MyBB,Gaming - RuneScape,2015-10,
1042,Mojaczeladz.Nazwa.pl,plaintext,Uncategorized,2017-11,
1042,Videospot.Co.Za,plaintext,,2017-12,
1039,CS-szybcywsciekli.pl,MD5,Gaming,2012,
1039,Xtri.pl,MD5,Shopping,2012,
1038,Aviornis.com.pl,MD5,Animals,2012,
1038,WinAllDay (RuneScape Clan),IPB,Gaming - RuneScape,,
1035,VimeCraft.ru,MD5,Gaming - Minecraft,2015-06,
1033,Paugger-WT.at,MD5,,,
1032,Akronsusedcars.Com,plaintext,,2017-11,
1030,Webenergy.Com.Cn,plaintext,,2017-12,
1028,Lynton.Co.Uk,plaintext,,2017-11,
1028,Visionary317.com,IPB,Gaming - RuneScape,,
1026,Onyadomegumi.co.jp,plaintext,,2017-11,
1025,BelgiumEscortGirls.com,plaintext,Escort Agency,,
1025,Jja.Com.Hk,plaintext,,2017-11,
1025,SCGames.Bauer.uh.edu,plaintext,Gaming,2017-03,
1024,ColdFrag.se,MD5,Gaming,2012-08,
1023,Forum.Keratoconus.pl,MD5,Health,2012,
1021,Hasil.gov.my,plaintext,Government,,
1021,SuperSoldiers.org,vB,Gaming,2016-01,
1019,Naprawsamauto.Kei.pl,plaintext,Uncategorized,2017-12,
1018,Modelteam.com.pl,MD5,Design,2012,
1018,Sokolnictwo.pl,MD5,Shopping,2012,
1017,BDSMFap.com,vB,Porn,2017-01,
1017,Werbeartikel-Gkhandelsplan.De,plaintext,,2017-12,
1016,Forum.Paralotnie.pl,MD5,Sports - Paragliding,2012,
1014,Mma.Gladio.Swidnik.Net,MD5,,2012,
1013,Finisz.pl,MD5,Horse Racing,2012,
1010,Civilization.org.pl,MD5,Gaming - Civilization,2012,
1009,BiblioJunior.ch,plaintext,Books,2017,
1008,Elcmoto.pl,MD5,Uncategorized,2012,
1006,Leatherman-Japan.Com,plaintext,,2017-11,
1005,H4ckz0ne.net,vB,Hacking,,
1004,PokemonUs.ru,vB,Gaming - Pokemon,2016,
1003,Endermite.com,md5crypt,Gaming - Minecraft,2015-12,
1003,Szybkiebuty.com.pl,MD5,Uncategorized,2012,
1001,DinastyMC.eu,SHA-256,Gaming - Minecraft,2015-11,
1000,MinecraftForge.net [PARTIAL],SMF,Gaming - Minecraft,,
999,PKF-LittleJohn.com,no passwords,Business,2015-11,
999,Xsyon.com,vB,Gaming,2017,
998,CVV2.su,MD5,Carding,2010-12,
998,Forumrottweiler.Vot.pl,MD5,Uncategorized,2012,
997,NetStresser.org,bcrypt,Booter,2016-02,
994,Comproperty.com,plaintext,,2017-11,
994,Polius.pl,MD5,Politics,2012,
993,Nancyspicks.com,plaintext,,2017-11,
993,Sfeia.org,plaintext,,2017-12,
990,Rc-Cam.pl,MD5,,2012,
989,WTFCVV.co,MD5(salt),Carding,2012-10,
988,Bluemountainmotorcycleclub.com,VB & bcrypt,,,
987,CS-MH.pl,MD5,Gaming,2011-07,
987,Rc-Trial.Ayz.pl,MD5,Vehicles - Cars,2012,
985,CCBox.cc,MD5 & plaintext,Carding,2012-07,
984,GameForce.se,MD5 & MD5(salt),Gaming,2012-08,
982,PRArrow.com,plaintext,Advertising,,
982,Aicog2017.Com,plaintext,,2017-11,
980,Mwrc.pl,MD5,Gaming - Resident Evil,2012,
980,Rangforever.Com,plaintext,,2017-12,
978,Dpha.net,plaintext,,2017-11,
977,Is-Elani.az,plaintext,Employment,,
976,Passreferral.Com,plaintext,,2017-12,
976,Lodz.Forumslubne.pl,MD5,,2012,
974,Forum.Fashionavenue.pl,MD5,Fashion,2012,
966,Forum.rezerwat.com,MD5,Gaming,2012,
965,Top-Land.ru,MD5,,,
964,Kryptonic.pw,SHA-1,Booter,2014,
962,Forum.Agiliscattus.pl,MD5,,2012,
961,Cat.Net.pl,MD5,,2012,
960,Moda-Maxi.pl,MD5,,2012,
960,Mopedshop.De,plaintext,,2017-11,
959,5xlclub.pl,MD5,Health,2012,
959,StillAlive.pl,MD5,Gaming,2012-06,
959,Anglocourse.Com,plaintext,,2017-11,
959,Onlinehmp.Com,plaintext,,2017-11,
953,BlazingVPS.com,IPB,Hosting,2015-06,
953,Forum.redmotorz.eu,MD5,Vehicles,2012,
950,Testforum.Redmotorz.eu,MD5,,2012,
949,Osakalaw.jp,plaintext,,2017-11,
949,Spurweite-N.De,plaintext,,2017-12,
948,Hedaet.com,MD5,Software,2017-10,
948,Funsheets4math.Com,plaintext,,2017-11,
947,Signum-Temporis.info,MD5,,2012,
946,ShrikrushnaTours.com,MD5,Carding,2012-08,
946,Iie.Uni.Lodz.pl,MD5,,2012,
946,Targusonline.Com,plaintext,,2017-12,
946,Forum-it.advanced-mind-institute.org,bcrypt,,,
944,Janome.ru,plaintext,,2017-11,
943,Employeeforum.capitalsenior.com,VB & bcrypt,,,
942,Scenarioweddings.com,plaintext,,2017-12,
941,MineCraftTunnel.com (Buycraft),no passwords,Gaming - Minecraft,2015-12,
940,Hardkur.pl,MD5,Music,2012,
939,TropicalFlowersForums.com,vB,Nature,2017,
937,Klubrenault5.pl,MD5,,2012,
934,TradingNetwork.to,vB,Trading,2011-12,
931,Hamsterpaj.se,plaintext,Social Media,,
931,Rune-Unity.net,IPB,Gaming - RuneScape,2016-03,
930,RSBandB.com,phpBB,Gaming - RuneScape,,
928,Forumgniezno.pl,MD5,Community,2012,
928,HazardStresser.com,SHA-1 & no passwords,Booter,2013-04,
928,TheLoveLogic.com,vB,Dating,2016-11,
925,Yogacenter.Co.Kr,plaintext,,2017-12,
924,Ruthless.Fore.com.pl,plaintext,Uncategorized,2017-12,
924,Whitelisted.org,no passwords,IP Whitelisting,,
923,Budowork.pl,MD5,Uncategorized,2012,
922,MarketsToday.net Email Addresses,no passwords,Finance,2016-05,
922,Anandkaaj.Com,plaintext,,2017-11,
920,Gov.bw Forum,phpBB,Government,2016-04,
919,Fanklub.chevrolet.org.pl,MD5,Vehicles - Cars,2012,
919,Santafeshutters.Co.Uk,plaintext,,2017-12,
918,CloudExity.com,IPB,Hosting,2013-06,
915,Tarnowo-Podgorne.info,MD5,Uncategorized,2012,
914,XZoneGym.co.in,plaintext,Health - Fitness,2016-11,
911,Bonjovi.pl,MD5,Music,2012,
911,Nexiomania.pl,plaintext,Vehicles - Cars,2017-12,
910,PS3TrophyClub.pl,vB,Gaming,2016-03,
910,Waterfallsofmalaysia.Com,plaintext,,2017-12,
909,EternaGaming.com,blowfish,Gaming,2016-09,
909,Zymetrix.Com,plaintext,,2017-12,
908,Jfsc.Org,plaintext,,2017-11,
908,Konie.Pati.Waw.pl,MD5,Business,2012,
908,Netballalberta.com,plaintext,,2017-11,
908,Paleontologia.pl,MD5,Paleontology,2012,
908,Highwoodrodandcustom.Com,plaintext,,2017-11,
907,FasterChange.net,plaintext,Financial Exchange,,
907,Pcfone.info,plaintext,Software - Typing,2014-08,
906,FactionsLab.com,no passwords,Gaming - Minecraft,,
906,IMDA.org.il (Israel Missile Defense Association),no passwords,Military,2015-11,
905,Modellkit.Hu,plaintext,,2017-11,
903,Bed-Space.com,plaintext,Real Estate,,
901,AugBux.com,bcrypt,Paid to click,,
901,Radsportdaten.De,plaintext,,2017-12,
900,Jeanmicheljarre.pl,MD5,Uncategorized,2012,
900,Moodle.org,MD5,Software,,
899,MasterWorld.org,IPB,Search Engine,2011-01,
899,VPSAce.com,IPB,Hosting,2013-07,
897,Taniebanie.pl,MD5,Uncategorized,2012,
895,Tangocity.Com,plaintext,,2017-12,
894,Steelmkts.com,plaintext,,2017-12,
890,VeeGeeGames.com.au,IPB & MyBB,Gaming,2015-04,
889,ClanJaguar.com,IPB,Gaming - RuneScape,,
889,CS-Kill.xaa.pl,MD5,Gaming,2012-08,
889,Lrigbayarea.Org,plaintext,,2017-11,
887,Canicross.Cz,plaintext,,2017-11,
886,Chevol.com,unknown hashing algorithm,Software,,
886,CXC.Harvard.edu,MD5,Education,2016-11,
886,DiagnosisHeart.com,plaintext,Health,2014-05,
886,Ezay.com.mm,plaintext,Shopping,,
885,Dermatologia.Waw.pl,MD5,Health,2012,
885,Mygolfexperience.Com,plaintext,,2017-11,
884,CS-anonim.pl,MD5,Gaming,2012,
883,Vaglodz.pl,MD5,Uncategorized,2012,
883,Vertex-Tw.Com.Tw,plaintext,,2017-12,
882,Store.LegendTV.co.uk,osCommerce,Shopping,2011,
881,TruckNation.de Forum,vB,Vehicles,2015-11,
880,Haru-Design.Jp,plaintext,,2017-11,
876,Marfanforum.pl,MD5,Health,2012,
876,Esavs.Org,plaintext,,2017-11,
875,PointerProducts.co.uk,osCommerce,Shopping,2011,
874,Forum.Skoda24.com,MD5,Vehicles - Cars,2012,
874,Outbreak-Community.com,no passwords,Gaming,2016,
873,Forum.Polskilimerick.com.pl,MD5,Community,2012,
872,CowPTC.com,MD5,Paid to click,,
872,Erc.Uic.Edu,plaintext,,2017-11,
870,Cw311.Com.Tw,plaintext,,2017-11,
869,CS-Prawda.xaa.pl,MD5,Gaming,2012-05,
869,FenceSoftware.com,plaintext & no passwords,Software,2015-11,
869,Managerzone.com.pl,MD5,Gaming,2012,
869,Bgben.co.uk,plaintext,,2017-11,
868,CU.edu.ge,unknown hashing algorithm & plaintext,Education,,
868,Happings.it,MD5,Business,2016-08,
867,Krolikarzpolski.pl,plaintext,Animals,2017-12,
867,Vetcontact.com,plaintext,,2017-12,
867,Cambrooke.Com,plaintext,,2017-11,
866,CS-BadBoys.pl,MD5,Gaming,2013-01,
866,Warmachina.Home.pl,plaintext,Uncategorized,2017-12,
866,Vetkontakt.De,plaintext,,2017-12,
865,Gt-uk.net,MD5 & plaintext,Sports - Martial Arts,2014-05,
865,Yokkaichi.Ssks.Jp,plaintext,,2017-12,
864,CalgaryMarathon.com,plaintext,Sports,2017,
864,Gminaostrow.eu,MD5,Community,2012,
863,Kassotechnik.Sk,plaintext,,2017-11,
863,Mysaudiguides.Com,plaintext,,2017-11,
862,Civic6g.pl,MD5,Vehicles - Cars,2012,
862,EasyAlts.com,plaintext,Hacking - Account Reseller,2016-11,
860,Nvidia.com,MD5,Technology,2012-07,
858,Beecroft-Science.Co.Uk,plaintext,,2017-11,
856,ElexGame.com Forum,vB,Gaming,2016-04,
856,HackersNation.com,MyBB,Hacking,2012-12,
855,Fora.Lolattack.org,MD5,Gaming - League of Legends,2012,
854,Magissy.com,bcrypt,,,
853,Biskupiec.Home.pl,MD5,Community,2012,
853,Krol-Artur.Nazwa.pl,MD5,Uncategorized,2012,
850,Ashaba.Webd.pl,MD5,Technology,2012,
850,Touranklub.pl,MD5,Vehicles - Cars,2012,
850,Japrocksampler.Com,plaintext,,2017-11,
849,Forum.Helenka.net,MD5,Portal,2012,
849,SledderForums.com,vB,Sports - Snowboarding,2017,
847,Anonymous-Stresser.net,plaintext,Booter,,
846,Carskirez.com,MD5,Uncategorized,2012,
845,Forum.Naprzod-Janow.pl,MD5,Sports - Ice Hockey,2012,
842,Forumkk.pl,MD5,General Discussion,2012,
842,NutriciaMedical.be,MD5,Health - Nutrition,,
840,HotRPGames.com,MD5,Gaming,,
839,Forum.plsq.pl,MD5,Uncategorized,2012,
839,GotMilkPharmacy.com,no passwords,Pharmaceuticals,,
839,Tijianren.com,MD5,Health - Fitness,2013,
839,Truboot.net,IPB,Booter,,
838,Supra-Team.pl,MD5,Vehicles - Cars,2012,
838,Aldantrading.Com,plaintext,,2017-11,
837,DarkBooter.fr,SHA-1,Booter,2015-03,
837,Hidroponika.com,SHA-1(salt),Vehicles - Cars,2016-10,
836,Info-Sozial.De,plaintext,,2017-11,
835,Sin3v.org,MD5,Uncategorized,2009-06,
834,Circleofnine.pl,MD5,Gaming,2012,
834,Aadspro.Com,plaintext,,2017-11,
832,OzWebRewards.com.au,plaintext,Shopping,,
832,Fnqc.Co.Jp,plaintext,,2017-11,
832,Siam-Shop.com,plaintext,,2017-12,
831,Agroland.Hu,plaintext,,2017-11,
828,CS-ProFrags.xaa.pl,MD5,Gaming,2012-08,
827,Forum.E-Sznaucery.pl,MD5,Animals - Dogs,2012,
827,Gristec.com.br,plaintext,Technology,2017,
826,Real-Carders.com,vB,Carding,2013-02,
826,Dalesman.uk.com,unknown hashing algorithm,Business,2018,
825,Forum.Setery-Adopcje.com,MD5,Animals - Dogs,2012,
825,Vegasvirtualconvention.com,plaintext,,2017-12,
824,CS-makov.pl,MD5,Gaming,2012,
824,SectorinDDoS,no passwords,Booter,2013-08,
823,Forum.Kobieta50plus.pl,MD5,Entertainment,2012,
823,Forum.Lo2przemysl.edu.pl,MD5,Education,2012,
823,Rajdowetrojmiasto.pl,MD5,Car Racing,2012,
823,Havelikalbakken.No,plaintext,,2017-11,
823,WarhammerCommunity.com,no passwords,Gaming,2019-09,
822,Samurai.org.pl,MD5,Vehicles - Cars,2012,
820,Stalowcy.com,MD5,Sports - Football,2012,
820,Akhilhealthfoods.Com,plaintext,,2017-11,
819,AllBuy.pl,MD5,Trading,2012,
819,Flux.org (South Florida Linux Users Group),MD5 & plaintext,Software - Linux,2015-09,
819,Protectorbiala.eu,MD5,Uncategorized,2012,
819,Koikichi.vn,bcrypt,,,
817,AsiaJam.com,MD5,Clothes,2012-03,
817,BluePearl-Skins.com,vB,Art - Graphics,2017,
817,Forum.Erynie.pl,MD5,Uncategorized,2012,
817,MeetHotel.nl,MD5,Gaming,2014-07,
817,KratosRSPS.org,bcrypt & no passwords,Gaming - RuneScape,,
817,Inscricao.Abdconst.Com.Br,plaintext,,2017-11,
816,Transformers-Universe.com,MD5,Entertainment,2015-10,
812,Fishin.rs,MyBB,Hacking & Gaming - RuneScape,2014-12,
812,Ovkp.Webd.pl,MD5,Uncategorized,2012,
812,Phantom-Stresser.net,SHA-1,Booter,2013-08,
811,Goldenmania.It,plaintext,,2017-11,
810,Bme.jhu.edu,no passwords,Education,2014-03,
809,Abbigliamento-Tecnico.Com,plaintext,,2017-11,
808,Dziadek.Webd.pl,MD5,Uncategorized,2012,
808,Hrtrendz.com,bcrypt,,,
806,ND.gov,no passwords,Government,2016-10,
805,90back.com,MD5,Uncategorized,2012-10,
805,LionCase.com,plaintext,Shopping,,
805,Jobdunia.com,plaintext,,2017-11,
804,Eminemfans.pl,MD5,Music,2012,
804,Vetkontakt.de,plaintext,Veterinary Medicine,,
802,RuneTracker.de,plaintext & no passwords,Gaming - RuneScape,,
802,Supportyourteam.Se,plaintext,,2017-12,
801,CS-Zielarze.xaa.pl,MD5,Gaming,2012-01,
800,Dumpbase.ga,MyBB,Hacking,2016-12,
798,Solar-Data.Ch,plaintext,,2017-12,
797,2006Scape.net,IPB,Gaming - RuneScape,2012-06,
797,Daniel-Felix.ch,plaintext,Uncategorized,2017,
797,Abacussi.Com,plaintext,,2017-11,
796,E12-E28.pl,MD5,Vehicles - Cars,2012,
796,Forum.Arbiter.pl,MD5,Vehicles,2012,
796,Travel-To-Santorini.com,plaintext,,2017-12,
795,Golden-Data.It,plaintext,,2017-11,
794,eWhore.pro,MyBB,E-Whoring,2012-11,
794,NextPoint.com,IPB,Software,,
794,Joico.Sk,plaintext,,2017-11,
793,Psforever.net,bcrypt,,,
790,M249.com Logs,no passwords,Shopping - Paintball Guns,,
790,Icats.Standard-Insurance.Com,plaintext,,2017-11,
789,Paul-Simon.Info,plaintext,,2017-12,
788,Ang-Forum.pl,MD5,Uncategorized,2012,
788,ClanSurreal.com,MyBB,Gaming,,
785,Jura-Passion.ch,plaintext,,2017-11,
785,Safepicks.Com,plaintext,,2017-12,
783,Mtapolska.com,MD5,Uncategorized,2012,
783,SanJavier.es,no passwords,Community,,
782,Lookash.Webd.pl,MD5,Uncategorized,2012,
782,ScreenPrinting.net,MD5,Printing,,
781,Network-Stressing.net,SHA-1,Booter,2014-07,
781,Stareobiekty.pl,MD5,Uncategorized,2012,
780,Montignac.Webd.pl,MD5,Uncategorized,2012,
780,Fakeornot.fr,bcrypt,,,
779,BestLottoUSA.com,MD5,Gambling,2012-04,
779,Krewetkomaniacy.pl,MD5,Food & Drink,2012,
779,Bodyfitthailand.Com,plaintext,,2017-11,
778,Loja.Mobilitec.Pt,plaintext,,2017-11,
778,Forums.fitsteps.co.uk,bcrypt,,,
777,Kodczasu.pl,MD5,Uncategorized,2012,
777,V12.com.pl,MD5,Vehicles - Cars,2012,
776,Forum.Agcentrum.pl,MD5,Vehicles - Cars,2012,
775,Illustrators.jp,plaintext,Art,,
775,Mojeakwarium.eu,MD5,Aquariums,2012,
775,Playnation.se,plaintext,Gaming,,
774,Darkeden.Webd.pl,MD5,Gaming - Darkeden,2012,
774,Forum.NarutoFan.pl,MD5,Anime,2012,
774,Swindon.info.pl,MD5,Community,2012,
773,Piszemy.pl,MD5,Music,2012,
770,Citadel.sx,bcrypt & IPB,Hacking,2016-08,
770,Misskappababy.com,plaintext,,2017-11,
768,Forum.147.pl,MD5,Sports - Snooker,2012,
768,Pomezanka.Qrde.pl,MD5,Uncategorized,2012,
768,Thaihomemaster.Com,plaintext,,2017-12,
768,Localesparamusicos.Com,plaintext,,2017-11,
767,Forum.PitOfWar.com,vB,Gaming,2017,
766,Forum.Istebna.com,MD5,Community,2012,
